Slit  3 Line  6   4872.8618  4873.6660   3282.330  -0.8041992 -12876904.0   2686.576 13304428.0    4713.49    5031.75   4872.621   159.1333     -0.028
Slit  3 Line  7   2725.0889  2724.9993   3133.167   0.0895996  -719805.3    271.886   761963.6    2569.93    2880.04   2724.985   155.0586      0.047
Slit  3 Line  8   4557.0703  4557.4272   3261.055  -0.3569336 -104650800.0  23389.633 108637184.0    4389.02    4729.89   4559.456   170.4336      0.010
Slit  3 Line  9   6698.4175  6699.3198   3403.652  -0.9023438 -5375455.0    811.830  5500630.0    6544.31    6852.69   6698.502   154.1885      0.078
Slit  4 Line  2    671.4099   668.4297   3018.360   2.9801025    -3108.2      5.238     3912.4     516.67     823.75    670.212   153.5411     -0.065
Slit  4 Line  4    907.0869   906.3769   3035.780   0.7100220   -16674.7     20.076    19737.9     754.30    1059.46    906.882   152.5797      0.017
Slit  4 Line  5   5291.8911  5292.5073   3341.480  -0.6162109 -3785424.5    725.930  3898130.0    5136.96    5447.47   5292.218   155.2568     -0.110
Slit  4 Line  6   4408.3330  4409.0635   3282.330  -0.7304688 -11228564.0   2593.265 11635101.0    4251.51    4565.04   4408.277   156.7661      0.028
Slit  4 Line  7   2257.7769  2258.7976   3133.167  -1.0207520  -575893.7    264.037   616393.3    2104.42    2411.19   2257.802   153.3860      0.071
Slit  4 Line  8   4092.4001  4094.1956   3261.055  -1.7954102 -102239640.0  25470.547 106357456.0    3933.20    4256.54   4094.869   161.6697      0.060
Slit  4 Line  9   6238.8159  6234.7607   3403.652   4.0551758 -4530956.5    735.864  4649717.5    6076.63    6399.41   6238.022   161.3896     -0.058
Slit  4 Line 10   7745.1216  7744.7915   3499.952   0.3300781   -62839.3      8.198    64151.5    7585.27    7905.41   7745.341   160.0674      0.058
Slit  5 Line  5   4839.5381  4839.4370   3341.480   0.1010742 -3423245.5    719.132  3537056.8    4681.12    4997.64   4839.378   158.2622      0.089
Slit  5 Line  8   3637.0090  3638.8550   3261.055  -1.8459473 -86691168.0  24372.611 90721360.0    3474.23    3804.95   3639.588   165.3572     -0.061
Slit  5 Line  9   5789.7993  5790.0645   3403.652  -0.2651367 -4264654.0    746.865  4383465.0    5630.53    5948.69   5789.609   159.0796      0.056
Slit  5 Line 10   7301.1113  7301.6426   3499.952  -0.5312500   -55412.7      7.672    56628.2    7143.26    7460.12   7301.693   158.4287     -0.129
Slit  5 Line 11   9111.7275  9112.0029   3611.510  -0.2753906 -155826272.0  17273.645 158917808.0    8931.56    9289.50   9110.529   178.9736      0.045
